Unnamed: 0	objectId	mjd	psMag	psMagErr	flags	psFlux	psFluxErr	psDiffFlux	psDiffFluxErr	filter	id	class	z
884552	1465497	53635.17	17.67761	0.12461049	4503599929524240	308305.22	35384.49	13884.90625	47358.04365	2	1465497	Qso	0.9253907
884553	1465497	53312.09	17.647976	0.11188247	4503599895969808	316836.06	32649.31	22415.75	45350.85245	2	1465497	Qso	0.9253907
884554	1465497	52578.09	17.80807	0.051442478	4503599895969808	273399.06	12953.788	-21021.25	34037.08228	2	1465497	Qso	0.9253907
884555	1465497	54060.15	17.708073	0.07957424	4503599895838736	299775.28	21970.8	5354.96875	38385.39361	2	1465497	Qso	0.9253907
884556	1465497	53623.19	17.79256	0.03033113	4503599895973904	277332.38	7747.596	-17087.9375	32415.23707	2	1465497	Qso	0.9253907
884557	1465497	53675.11	17.623013	0.09374962	4503599895973904	324204.88	27994.09	29784.5625	42123.524	2	1465497	Qso	0.9253907
884558	1465497	53654.19	17.644346	0.027707718	4503599895969808	317897.2	8112.688	23476.875	32504.4313	2	1465497	Qso	0.9253907
884559	1465497	54029.14	17.725927	0.013110425	4503599929524240	294885.66	3560.8035	465.34375	31676.51602	2	1465497	Qso	0.9253907
884560	1465497	54412.12	17.853964	0.047564793	4503599895838736	262083.1	11481.607	-32337.21875	33504.47221	2	1465497	Qso	0.9253907
884561	1465497	53288.14	17.677252	0.12937038	4503599895969808	308406.97	36748.234	13986.65625	48385.48454	2	1465497	Qso	0.9253907
884562	1465497	54048.13	17.714249	0.13554734	4503599895838736	298075.03	37212.957	3654.71875	48739.37392	2	1465497	Qso	0.9253907
884563	1465497	53997.17	17.605503	0.025764732	4503599895969808	329476.28	7818.5645	35055.96875	32432.27248	2	1465497	Qso	0.9253907
884564	1465497	54055.13	17.694841	0.15911464	4503599929393168	303451.25	44470.97	9030.9375	54482.92777	2	1465497	Qso	0.9253907
884565	1465497	54052.13	17.727644	0.11607285	4503599929524240	294420.3	31475.742	0.0	44513.42173	2	1465497	Qso	0.9253907
884566	1465497	54382.21	17.847286	0.13584751	4503599895969808	263700.2	32994.395	-30720.125	45599.91625	2	1465497	Qso	0.9253907
884567	1465497	54356.22	17.844772	0.14718378	4573968640016401	264311.5	35830.598	-30108.8125	47692.28477	2	1465497	Qso	0.9253907
884568	1465497	54009.15	17.722742	0.16387123	4503599895969808	295752.6	44638.43	1332.28125	54619.69793	2	1465497	Qso	0.9253907
884569	1465497	54403.13	17.867527	0.011765187	4503599895838736	258829.7	2804.7302	-35590.60938	31600.45661	2	1465497	Qso	0.9253907
884570	1465497	52197.2	17.9041	0.05928181	4503599895969808	250256.02	13664.203	-44164.29688	34313.74107	2	1465497	Qso	0.9253907
884571	1465497	54036.13	17.714167	0.12314847	4503599895969808	298097.78	33811.566	3677.46875	46194.63564	2	1465497	Qso	0.9253907
884572	1465497	54058.12	17.705845	0.060913388	4503599895969808	300391.12	16853.008	5970.8125	35703.58831	2	1465497	Qso	0.9253907
884573	1465497	54366.16	17.828716	0.10914202	4503599895838736	268249.1	26965.486	-26171.21875	41447.07249	2	1465497	Qso	0.9253907
884574	1465497	52929.12	17.730377	0.15042582	4503599895969808	293680.0	40688.754	-740.3125	51442.17144	2	1465497	Qso	0.9253907
884575	1465497	54419.12	17.84097	0.19461355	4503599895838736	265238.72	47543.156	-29181.59375	57018.19312	2	1465497	Qso	0.9253907
884576	1465497	54063.12	17.706232	0.05629516	4503599895838736	300284.0	15569.719	5863.6875	35116.07168	2	1465497	Qso	0.9253907
884577	1465497	53693.12	17.613998	0.048790116	4503599895969808	326907.88	14690.43	32487.5625	34735.15606	2	1465497	Qso	0.9253907
884578	1465497	52557.2	17.808025	0.1543555	4503599929528336	273410.0	38869.984	-21010.3125	50015.97739	2	1465497	Qso	0.9253907
884579	1465497	54416.12	17.87427	0.12120695	4503599929393168	257227.25	28715.914	-37193.07812	42606.64336	2	1465497	Qso	0.9253907
