Unnamed: 0	objectId	mjd	psMag	psMagErr	flags	psFlux	psFluxErr	psDiffFlux	psDiffFluxErr	filter	id	class	z
1647116	1444606	54382.3	18.348524	0.02577319	4503874773745664	166193.06	3945.1428	-9312.45312	4466.60185	2	1444606	Qso	0.95
1647117	1444606	54387.32	18.351526	0.019018851	4503874773745664	165734.38	2903.2104	-9771.14062	3579.80643	2	1444606	Qso	0.95
1647118	1444606	54411.19	18.334137	0.014557665	4503874773745664	168410.19	2258.092	-7095.32812	3079.83142	2	1444606	Qso	0.95
1647119	1444606	54418.23	18.341255	0.02662051	4503874773745664	167309.75	4102.222	-8195.76562	4605.93184	2	1444606	Qso	0.95
1647120	1444606	54050.23	18.522387	0.015557366	4503874773745664	141601.14	2029.0221	-33904.375	2916.04404	2	1444606	Qso	0.95
1647121	1444606	54385.32	18.334597	0.026586294	4503874773745664	168338.88	4122.1494	-7166.64062	4623.6888	2	1444606	Qso	0.95
1647122	1444606	54035.33	18.272932	0.020282941	4503874773745664	178176.55	3328.6062	2671.04688	3932.68357	2	1444606	Qso	0.95
1647123	1444606	54394.31	18.325802	0.016121477	4503874773745664	169707.75	2519.9268	-5797.76562	3276.64662	2	1444606	Qso	0.95
1647124	1444606	53679.28	18.196136	0.015699016	4503874773745664	191235.94	2765.1719	15730.42188	3468.79772	2	1444606	Qso	0.95
1647125	1444606	54362.32	18.424898	0.05847908	4503874773712896	154904.08	8343.456	-20601.4375	8602.30423	2	1444606	Qso	0.95
1647126	1444606	53636.28	18.246887	0.017531693	4503874773745664	182502.52	2946.9543	6997.01562	3615.37275	2	1444606	Qso	0.95
1647127	1444606	54047.28	18.366062	0.031881873	4503874773745664	163530.34	4802.021	-11975.17188	5238.87279	2	1444606	Qso	0.95
1647128	1444606	54049.27	18.320835	0.018727412	4503874773745664	170486.08	2940.6821	-5019.4375	3610.26219	2	1444606	Qso	0.95
1647129	1444606	54053.24	18.274208	0.019669177	4503874773745664	177967.34	3224.092	2461.84375	3844.62626	2	1444606	Qso	0.95
1647130	1444606	54413.23	18.35704	0.021290345	4503874773745664	164894.69	3233.487	-10610.82812	3852.50842	2	1444606	Qso	0.95
1647131	1444606	54402.32	18.355312	0.019737426	4503874773745664	165157.52	3002.4143	-10348.0	3660.72043	2	1444606	Qso	0.95
1647132	1444606	54417.23	18.307985	0.020357305	4503874773745664	172515.81	3234.6733	-2989.70312	3853.50413	2	1444606	Qso	0.95
1647133	1444606	54056.24	18.312881	0.015372111	4503874773745664	171739.67	2431.5625	-3765.84375	3209.18652	2	1444606	Qso	0.95
1647134	1444606	54024.34	18.279764	0.014120094	4503874773745664	177058.92	2302.6946	1553.40625	3112.68126	2	1444606	Qso	0.95
1647135	1444606	54020.26	18.281757	0.02491401	4503874773745664	176734.0	4055.5027	1228.48438	4564.37116	2	1444606	Qso	0.95
1647136	1444606	54059.23	18.505524	0.016791984	4503874773745664	143817.9	2224.3271	-31687.60938	3055.1618	2	1444606	Qso	0.95
