Unnamed: 0	objectId	mjd	psMag	psMagErr	flags	psFlux	psFluxErr	psDiffFlux	psDiffFluxErr	filter	id	class	z
922338	1464480	54055.13	19.566067	0.026111843	4503874773745664	54146.5	1302.3864	-2723.71875	2029.97393	2	1464480	Qso	0.946
922339	1464480	52936.11	19.485651	0.019232284	4503874773745664	58309.695	1032.9893	1439.47656	1868.5959	2	1464480	Qso	0.946
922340	1464480	52197.21	19.667685	0.019642537	4503874773712896	49308.105	892.1942	-7562.11719	1794.60146	2	1464480	Qso	0.946
922341	1464480	54025.22	19.37129	0.018520497	4503874773745664	64787.36	1105.2433	7917.14062	1909.48858	2	1464480	Qso	0.946
922342	1464480	53272.22	19.53863	0.024575785	4503874773712896	55532.535	1257.1411	-1337.6875	2001.24652	2	1464480	Qso	0.946
922343	1464480	53288.15	19.662844	0.030597823	4503874773712896	49528.414	1396.0078	-7341.80859	2091.27277	2	1464480	Qso	0.946
922344	1464480	54031.13	19.487562	0.018793792	4503874773745664	58207.23	1007.66394	1337.01172	1854.71575	2	1464480	Qso	0.946
922345	1464480	53997.17	19.34613	0.015701778	4503599895838736	66306.3	958.996	9436.07812	1828.73106	2	1464480	Qso	0.946
922346	1464480	53989.2	19.375448	0.020127501	4503874773745664	64539.67	1196.5529	7669.45312	1963.75219	2	1464480	Qso	0.946
922347	1464480	53693.12	19.467493	0.021920307	4503874773745664	59293.16	1197.2195	2422.9375	1964.15845	2	1464480	Qso	0.946
922348	1464480	53312.1	19.46843	0.022504043	4503874773745664	59242.05	1228.0422	2371.83203	1983.09648	2	1464480	Qso	0.946
922349	1464480	54005.14	19.422592	0.020260228	4503874773745664	61797.023	1153.2693	4926.80469	1937.68261	2	1464480	Qso	0.946
922350	1464480	54009.15	19.450157	0.017364683	4503874773712896	60247.668	963.66974	3377.44922	1831.18634	2	1464480	Qso	0.946
922351	1464480	54054.15	19.460875	0.026873264	4503874773712896	59655.734	1476.7084	2785.51953	2145.98489	2	1464480	Qso	0.946
922352	1464480	52934.11	19.466755	0.01857081	4503874773745664	59333.555	1014.97125	2463.33594	1858.69592	2	1464480	Qso	0.946
922353	1464480	54406.13	19.549694	0.02031315	4503874773712896	54969.4	1028.5575	-1900.81641	1866.14962	2	1464480	Qso	0.946
922354	1464480	54356.22	19.518057	0.018621745	4503874773712896	56594.895	970.7889	-275.32422	1834.94277	2	1464480	Qso	0.946
922355	1464480	54396.13	19.487617	0.04674058	4503874773745664	58204.24	2505.9539	1334.01562	2950.32005	2	1464480	Qso	0.946
922356	1464480	53704.11	19.43479	0.019204434	4503874773712896	61106.477	1080.9574	4236.25781	1895.53496	2	1464480	Qso	0.946
922357	1464480	53635.17	19.471998	0.018286962	4503874773745664	59047.664	994.6431	2177.44531	1847.6739	2	1464480	Qso	0.946
922358	1464480	54393.2	19.540707	0.020725766	4503874773712896	55426.375	1058.1725	-1443.84375	1882.63456	2	1464480	Qso	0.946
922359	1464480	53270.17	19.518219	0.020148112	4503874773712896	56586.47	1050.2052	-283.74609	1878.16796	2	1464480	Qso	0.946
922360	1464480	53626.18	19.535276	0.024925886	4503599904227344	55704.293	1278.9929	-1165.92188	2015.04511	2	1464480	Qso	0.946
922361	1464480	53680.12	19.436878	0.024103045	4503874773745664	60989.1	1354.0795	4118.88281	2063.52015	2	1464480	Qso	0.946
922362	1464480	54373.2	19.528439	0.025570268	4503874773712896	56056.277	1320.3458	-813.94141	2041.54281	2	1464480	Qso	0.946
922363	1464480	53677.14	19.437695	0.022354297	4503874773745664	60943.273	1254.8937	4073.05469	1999.8355	2	1464480	Qso	0.946
922364	1464480	53654.19	19.51622	0.021027448	4503874773712896	56690.734	1098.059	-179.48438	1905.33918	2	1464480	Qso	0.946
922365	1464480	54007.16	19.418615	0.019122232	4503874773745664	62023.773	1092.4846	5153.55469	1902.1321	2	1464480	Qso	0.946
922366	1464480	54433.13	19.560024	0.024891589	4503874773712896	54448.85	1248.4542	-2421.37109	1995.80107	2	1464480	Qso	0.946
922367	1464480	54386.21	19.542303	0.023250373	4503874773712896	55344.918	1185.3243	-1525.30078	1956.93067	2	1464480	Qso	0.946
922368	1464480	54425.12	19.529768	0.03115134	4503874773712896	55987.664	1606.5616	-882.55078	2237.32522	2	1464480	Qso	0.946
922369	1464480	54041.14	19.610117	0.039343674	4503874773745664	51993.39	1884.342	-4876.82812	2444.44859	2	1464480	Qso	0.946
922370	1464480	52557.2	19.548828	0.02353081	4503874773745664	55013.246	1192.434	-1856.96875	1961.24518	2	1464480	Qso	0.946
922371	1464480	54419.13	19.496643	0.02221752	4503874773745664	57722.277	1181.3109	852.05469	1954.50234	2	1464480	Qso	0.946
922372	1464480	54403.13	19.521793	0.02180868	4503874773712896	56400.477	1133.0255	-469.74219	1925.70264	2	1464480	Qso	0.946
922373	1464480	54048.13	19.507654	0.026563957	4503874773712896	57139.883	1398.1647	269.66406	2092.71317	2	1464480	Qso	0.946
922374	1464480	54383.22	19.512789	0.029723985	4503874773712896	56870.223	1557.1075	0.0	2202.08263	2	1464480	Qso	0.946
922375	1464480	54366.16	19.567663	0.03929268	4503874773712896	54067.027	1956.9342	-2803.19531	2500.83494	2	1464480	Qso	0.946
